JUDGE,PANEL_ID,DIELEC_FIRE_TEMP_KEEP_CH01,DIELEC_FIRE_TEMP_ANEAL_CH01,DIELEC_FIRE_TEMP_ANEAL_CH02,DIELEC_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_EXHAUST_HEAT1,DIELEC_FIRE_EXHAUST_HEAT2,DIELEC_FIRE_EXHAUST_HEAT3,DIELEC_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_EXHAUST_HEAT5,DIELEC_FIRE_EXHAUST_HEAT6,DIELEC_FIRE_EXHAUST_HEAT7
양품,PNL-07,574,572,556,536,2118,2147,2306,3328,3815,3058,2966
양품,PNL-08,575,575,555,531,2164,2190,2351,3329,3908,3093,2891
명점,PNL-09,573,572,559,538,2097,2151,2431,3331,3804,3092,2957
양품,PNL-10,570,573,551,531,2042,2209,3275,3501,3300,3208,3171
양품,PNL-11,570,571,551,535,2012,2162,3231,3947,3358,3198,3215
양품,PNL-12,572,572,558,536,2172,2157,2329,3318,3799,3130,2918
양품,PNL-13,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-14,569,570,552,535,2016,2211,3233,3468,3351,3419,3224
양품,PNL-15,574,577,557,534,2141,2167,2323,3259,3912,3083,2951
양품,PNL-16,569,569,553,534,2001,2197,3267,3849,3353,3200,3246
명점,PNL-17,571,573,552,531,2017,2154,3263,3419,3331,3209,3131
양품,PNL-18,574,572,558,536,2258,2161,2336,3260,3918,3035,3356
양품,PNL-19,570,569,546,533,1995,2199,3210,3505,3336,3127,3132
양품,PNL-20,570,573,553,532,2035,2220,3250,3458,3673,3133,3140
양품,PNL-01,570,574,552,530,2030,2221,3243,3578,3307,3200,3149
명점,PNL-02,573,574,556,538,2137,2149,2282,3217,3858,3083,2849
양품,PNL-03,569,571,551,535,2000,2198,3203,3528,3358,3191,3146
양품,PNL-04,569,575,554,534,2023,2158,3235,3519,3416,3203,3220
양품,PNL-05,572,576,557,535,2112,2152,2319,3251,3824,3065,2952
명점,PNL-06,574,578,560,536,2138,2118,2283,3321,3886,3044,2849
명점,PNL-07,571,573,549,533,2020,2168,3123,3407,3339,3100,3100
양품,PNL-08,570,575,553,534,2051,2183,3267,3412,3342,3195,3193
양품,PNL-09,569,575,553,534,2026,2196,3222,3431,3263,3204,3181
양품,PNL-10,572,573,551,532,2018,2205,3165,3460,3583,3132,3146
명점,PNL-11,572,576,555,535,2054,2032,2180,3036,3658,2854,2720
양품,PNL-12,570,569,549,533,1996,2189,3236,3464,3258,3173,3109
양품,PNL-13,574,576,557,534,2116,2153,2321,3257,3905,3127,2949
양품,PNL-14,576,574,553,532,2138,2133,2284,3249,3908,3112,2898
양품,PNL-15,571,570,553,534,1994,2204,3223,3985,3374,3194,3198
양품,PNL-16,568,571,548,529,2028,2196,3248,3581,3464,3219,3174
양품,PNL-17,573,573,556,532,2112,2194,2353,3244,3909,3089,2896
양품,PNL-18,568,571,553,534,2023,2182,3236,4000,3346,3218,3145
양품,PNL-19,576,576,554,530,2056,2257,2222,3131,3637,2923,2713
양품,PNL-20,573,575,559,536,2184,2172,2336,3353,3833,3127,2885
양품,PNL-01,568,570,553,535,1984,2178,3194,3484,3324,3182,3123
명점,PNL-02,570,573,553,535,2009,2218,3245,3466,3360,3144,3234
양품,PNL-03,575,575,555,532,2103,2173,2292,3235,3932,3016,2967
양품,PNL-04,570,571,553,534,1989,2189,3234,3500,3338,3233,3213
양품,PNL-05,569,572,550,530,2010,2342,3318,3429,3340,3131,3191
양품,PNL-06,576,576,554,530,2056,2257,2222,3131,3637,2923,2713
명점,PNL-07,569,575,552,533,2006,2269,3167,3449,3374,3128,3225
양품,PNL-08,573,575,557,537,2116,2184,2336,3324,3917,3132,3001
명점,PNL-09,575,572,551,529,2041,2196,3260,3572,3263,3178,3132
양품,PNL-10,570,574,552,533,2026,2192,3247,3396,3606,3218,3176
양품,PNL-11,573,575,557,535,2147,2165,2337,3275,3835,3048,2891
양품,PNL-12,568,570,553,535,1984,2178,3194,3484,3324,3182,3123
양품,PNL-13,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-14,574,577,559,536,2114,2180,2315,3262,3908,3048,2936
양품,PNL-15,573,574,553,533,2158,2152,2337,3350,3840,3123,2912
양품,PNL-16,570,572,548,532,2011,2173,3246,3448,3355,3167,3148
양품,PNL-17,573,574,558,535,2121,2169,2291,3361,3809,3060,2984
양품,PNL-18,573,574,552,532,2020,2205,3185,3565,3271,3133,3234
양품,PNL-19,573,574,558,535,2121,2169,2291,3361,3809,3060,2984
양품,PNL-20,573,575,560,538,2104,2148,2291,3283,3826,3043,2860
양품,PNL-01,569,572,553,534,2019,2272,3254,3493,3314,3190,3142
양품,PNL-02,571,576,555,534,2159,2199,2315,3252,3902,3035,3322
양품,PNL-03,571,570,553,535,2019,2204,3243,3501,3367,3371,3141
양품,PNL-04,569,569,553,534,1998,2199,3211,3408,3285,3130,3198
양품,PNL-05,569,574,551,532,2004,2150,3271,3509,3347,3191,3182
명점,PNL-06,572,575,558,538,2117,2194,2328,3394,3875,3104,2943
양품,PNL-07,572,572,553,534,1996,2168,3163,3535,3286,3241,3196
양품,PNL-08,573,575,556,534,2114,2151,2283,3352,3870,3039,2952
양품,PNL-09,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-10,568,575,552,535,2031,2158,3243,3498,3257,3225,3170
양품,PNL-11,571,576,555,534,2159,2199,2315,3252,3902,3035,3322
명점,PNL-12,571,570,554,536,2009,2189,3167,3382,3288,3079,3154
양품,PNL-13,570,574,552,530,2030,2221,3243,3578,3307,3200,3149
양품,PNL-14,575,574,558,536,2157,2181,2298,3324,3797,3033,2929
양품,PNL-15,569,571,555,536,1992,2190,3211,3422,3318,3450,3220
양품,PNL-16,570,573,553,533,2018,2197,3242,3546,3384,3213,3131
명점,PNL-17,573,574,559,538,2117,2161,2294,3304,3467,3110,2949
양품,PNL-18,577,574,557,536,2148,2115,2318,3274,3914,3121,2921
양품,PNL-19,575,578,559,537,2146,2174,2319,3246,4414,3131,2898
양품,PNL-20,571,570,553,534,1994,2204,3223,3985,3374,3194,3198
양품,PNL-01,568,574,554,533,2001,2208,3189,3393,3338,3112,3235
양품,PNL-02,570,575,553,534,2051,2183,3267,3412,3342,3195,3193
명점,PNL-03,572,574,556,540,2105,2108,2254,3645,3836,2971,2915
양품,PNL-04,573,572,551,533,2055,2208,3241,3434,3285,3138,3392
양품,PNL-05,568,572,553,535,2031,2152,3313,3533,3343,3234,3231
양품,PNL-06,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-07,569,573,553,533,1999,2185,3141,3494,3286,3199,3227
양품,PNL-08,574,573,555,535,2094,2150,2324,3248,3806,3111,2960
양품,PNL-09,573,573,559,537,2357,2121,2346,3339,3903,3104,2977
양품,PNL-10,570,569,549,533,1996,2189,3236,3464,3258,3173,3109
양품,PNL-11,569,570,554,535,2005,2187,3258,3442,3278,3150,3223
양품,PNL-12,575,574,554,532,2051,2015,2209,3080,3672,2957,2696
양품,PNL-13,576,570,545,526,2035,2165,3269,3518,3263,3242,3184
명점,PNL-14,568,574,550,531,2017,2204,3228,3563,3355,3205,3149
양품,PNL-15,574,572,556,536,2225,2157,2293,3235,3827,3046,2952
양품,PNL-16,569,574,552,533,2023,2253,3242,3538,3365,3210,3144
양품,PNL-17,569,571,552,532,2043,2169,3189,3702,3341,3165,3140
양품,PNL-18,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-19,576,571,551,533,1931,2085,2953,3523,3875,2934,2944
양품,PNL-20,573,572,555,535,2159,2192,2328,3266,4288,3104,2882
양품,PNL-01,571,573,552,533,2028,2191,3238,3408,3267,3576,3163
양품,PNL-02,572,576,558,535,2154,2147,2299,3264,3894,3036,2962
양품,PNL-03,569,571,552,533,2016,2201,3250,3499,3357,3231,3205
양품,PNL-04,569,572,553,534,2014,2169,3260,3531,3368,3214,3404
양품,PNL-05,570,569,549,533,1996,2189,3236,3464,3258,3173,3109
양품,PNL-06,572,570,547,532,2008,2174,3260,3414,3370,3211,3328
양품,PNL-07,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
명점,PNL-08,569,573,549,531,2026,2173,3193,3478,3362,3216,3168
양품,PNL-09,569,570,552,533,2010,2201,3247,3434,3307,3135,3230
양품,PNL-10,570,572,553,535,2044,2197,3232,3272,3281,3124,2992
양품,PNL-11,572,572,553,534,1996,2168,3163,3535,3286,3241,3196
양품,PNL-12,568,572,547,528,2031,2184,3195,3450,3305,3151,3156
명점,PNL-13,573,573,547,531,2022,2159,3114,3409,3332,3105,3119
양품,PNL-14,568,569,553,534,2023,2183,3212,3404,3330,3209,3137
양품,PNL-15,569,571,552,534,2027,2152,3250,3515,3360,3232,3167
양품,PNL-16,569,574,553,534,1994,2184,3175,3701,3276,3137,3207
양품,PNL-17,569,570,553,534,2069,2192,3320,3435,3338,3152,3258
양품,PNL-18,574,572,558,536,2258,2161,2336,3260,3918,3035,3356
양품,PNL-19,572,575,556,533,2317,2154,2537,3283,3898,3063,2904
양품,PNL-20,573,575,553,532,2118,2157,2290,3257,3871,3058,2968
양품,PNL-01,572,577,559,535,2138,2163,2320,3311,3862,3075,2875
양품,PNL-02,571,575,551,531,2035,2169,3318,3567,3331,3209,3412
양품,PNL-03,571,572,553,535,2030,2225,3262,3510,3343,3220,3188
양품,PNL-04,571,574,552,533,2020,2144,3190,3524,3334,3295,3160
양품,PNL-05,568,574,554,533,2001,2208,3189,3393,3338,3112,3235
양품,PNL-06,568,575,553,532,2026,2346,3170,3449,3229,3132,3120
명점,PNL-07,576,570,548,529,2035,2167,3120,3447,3351,3114,3120
양품,PNL-08,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-09,571,575,552,532,2037,2265,3189,3502,3257,3195,3184
양품,PNL-10,577,573,558,536,2163,2139,2284,3327,3911,3097,2885
명점,PNL-11,574,578,559,534,2117,2111,2255,3214,3848,2985,2913
양품,PNL-12,575,576,559,539,2144,2163,2294,3238,3830,3014,2921
명점,PNL-13,576,572,548,526,1952,2056,2944,3143,3082,2912,2958
양품,PNL-14,570,572,548,531,2020,2156,3236,3497,3364,3207,3143
양품,PNL-15,569,573,549,531,2026,2173,3193,3478,3362,3216,3168
양품,PNL-16,576,576,556,535,2036,2063,2169,3154,3588,3234,2698
양품,PNL-17,571,574,551,529,2031,2143,3171,3418,3333,3219,3393
양품,PNL-18,577,573,558,536,2163,2139,2284,3327,3911,3097,2885
양품,PNL-19,575,572,556,533,2163,2128,2330,3269,3900,3037,2949
명점,PNL-20,570,570,553,535,2028,2159,3156,3523,3272,3223,3144
양품,PNL-01,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-02,569,569,553,534,1998,2199,3211,3408,3285,3130,3198
양품,PNL-03,575,574,559,537,2319,2134,2283,3325,3811,3148,2987
양품,PNL-04,574,577,559,537,2143,2125,2291,3340,3914,3184,2893
양품,PNL-05,572,573,557,537,2150,2187,2347,3321,3898,3095,2907
양품,PNL-06,570,572,548,531,2020,2156,3236,3497,3364,3207,3143
명점,PNL-07,575,575,560,538,2094,2114,2247,3223,3866,3013,2938
양품,PNL-08,569,571,553,534,2040,2267,3187,3527,3271,3150,3168
양품,PNL-09,574,577,559,537,2167,2148,2295,3330,3815,3099,2957
양품,PNL-10,569,573,553,533,1999,2185,3141,3494,3286,3199,3227
양품,PNL-11,572,575,560,539,2159,2368,2315,3312,3918,3081,2870
양품,PNL-12,575,573,557,537,2114,2183,2289,3511,3863,3030,2947
양품,PNL-13,573,568,548,532,1993,2162,3182,3504,3432,3134,3213
양품,PNL-14,575,575,559,535,2115,2133,2299,3318,3801,3099,2977
양품,PNL-15,576,576,557,535,2129,2166,2335,3249,3867,3016,2906
양품,PNL-16,575,575,558,536,2098,2159,2292,3590,3816,3033,2980
양품,PNL-17,574,577,558,535,2134,2153,2313,3276,3908,3359,2917
양품,PNL-18,572,574,559,537,2355,2126,2262,3265,3863,3072,2872
양품,PNL-19,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-20,574,577,559,537,2143,2125,2291,3340,3914,3184,2893
양품,PNL-01,577,572,553,533,2120,2140,2315,3477,3934,3079,2965
양품,PNL-02,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
명점,PNL-03,572,571,553,534,1998,2162,3230,3494,3527,3232,3235
양품,PNL-04,569,573,550,531,2028,2197,3261,3516,3491,3197,3164
양품,PNL-05,567,569,547,528,2028,2175,3415,3576,3372,3304,3152
양품,PNL-06,568,574,551,531,2002,2133,3139,3387,3270,3104,3201
명점,PNL-07,569,572,552,534,1999,2195,3266,3418,3336,3207,3261
양품,PNL-08,568,569,553,534,2023,2183,3212,3404,3330,3209,3137
양품,PNL-09,571,571,553,535,2000,2149,3232,3473,3330,3158,3139
명점,PNL-10,568,574,553,534,2096,2176,3221,3411,3296,3580,3112
양품,PNL-11,570,573,551,532,2172,2163,3213,3446,3347,3382,3136
명점,PNL-12,572,575,554,534,2030,2165,3127,4025,3256,3186,3201
양품,PNL-13,573,575,556,533,2131,2156,2342,3319,3848,3100,2901
양품,PNL-14,575,572,556,533,2163,2128,2330,3269,3900,3037,2949
명점,PNL-15,572,576,559,539,2109,2172,2300,3714,3842,3049,2967
양품,PNL-16,567,573,551,534,2032,2149,3212,3516,3355,3130,3206
양품,PNL-17,578,576,554,530,2127,2159,2416,3240,3903,3067,2954
양품,PNL-18,568,574,552,531,2027,2196,3271,3522,3277,3133,3605
양품,PNL-19,573,571,559,535,2110,2178,2320,3284,3868,3036,2951
양품,PNL-20,572,575,559,538,2154,2148,2308,3254,3906,3036,2930
양품,PNL-01,573,573,546,529,2004,2223,3247,3467,3399,3202,3212
명점,PNL-02,570,571,548,528,2027,2159,3151,3398,3316,3189,3171
양품,PNL-03,572,573,560,538,2092,2160,2285,3312,3926,3060,2872
양품,PNL-04,575,576,559,539,2144,2163,2294,3238,3830,3014,2921
명점,PNL-05,576,576,554,533,2130,2239,2261,3271,3766,3053,2852
양품,PNL-06,576,573,558,535,2145,2135,2324,3716,3914,3109,2875
양품,PNL-07,567,571,554,536,1997,2208,3215,3395,3545,3124,3181
양품,PNL-08,572,574,559,537,2355,2126,2262,3265,3863,3072,2872
양품,PNL-09,574,569,546,528,1997,2183,3184,3409,3278,3174,3242
양품,PNL-10,569,569,552,533,2014,2148,3201,3429,3329,3173,3261
양품,PNL-11,571,569,552,533,2023,2162,3251,3513,3279,3202,3466
양품,PNL-12,569,571,551,533,1995,2175,3175,3548,3430,3195,3213
양품,PNL-13,576,570,544,527,2034,2188,3165,4034,3389,3194,3139
양품,PNL-14,574,575,558,534,2113,2163,2281,3255,3846,3124,2903
양품,PNL-15,575,578,559,537,2146,2174,2319,3246,4414,3131,2898
명점,PNL-16,575,572,555,536,2110,2151,2278,3303,3784,3041,2975
양품,PNL-17,571,574,551,529,2031,2143,3171,3418,3333,3219,3393
양품,PNL-18,572,575,553,534,1991,2195,3235,3434,3265,3577,3229
양품,PNL-19,577,571,556,536,2077,2027,2429,3150,3548,2942,2714
양품,PNL-20,575,576,555,532,2135,2115,2255,3220,3767,3005,2935
명점,PNL-01,567,571,554,536,2025,2160,3243,3425,3326,3191,3110
양품,PNL-02,574,578,559,537,2162,2161,2316,3258,3831,3047,3195
양품,PNL-03,567,574,552,532,2022,2199,3255,3505,3272,3235,3182
양품,PNL-04,573,571,551,533,2022,2312,3251,3399,3320,3157,3148
양품,PNL-05,569,574,553,534,2062,2190,3208,3470,3240,3159,3120
양품,PNL-06,568,574,550,531,2008,2201,3284,3517,3341,3200,3225
양품,PNL-07,567,573,548,531,2022,2154,3152,3441,3296,3132,3119
명점,PNL-08,575,573,546,528,1928,2099,2957,3140,3098,2942,2998
양품,PNL-09,572,574,555,532,2150,2134,2291,3291,3918,3024,2897
양품,PNL-10,572,577,559,537,2121,2142,2296,3283,3880,3105,2876
양품,PNL-11,573,572,558,534,2114,2172,2264,3382,3831,3002,2941
양품,PNL-12,569,572,551,533,2036,2172,3222,3458,3356,3135,3155
양품,PNL-13,574,573,559,538,2318,2167,2334,3377,3909,3093,2880
양품,PNL-14,575,573,557,537,2114,2183,2289,3511,3863,3030,2947
양품,PNL-15,571,577,559,538,2117,2151,2288,3255,4001,3030,2967
양품,PNL-16,568,574,554,535,2013,2193,3236,3448,3248,3149,3601
양품,PNL-17,569,575,554,533,2007,2216,3171,3542,3295,3207,3238
양품,PNL-18,573,572,551,533,2055,2208,3241,3434,3285,3138,3392
양품,PNL-19,573,575,556,534,2144,2186,2327,3388,3870,3103,2953
양품,PNL-20,570,572,552,534,2094,2165,3327,3528,3339,3202,3238
양품,PNL-01,570,573,551,532,2172,2163,3213,3446,3347,3382,3136
양품,PNL-02,569,571,552,533,2002,2342,3249,3510,3252,3223,3228
양품,PNL-03,566,571,553,534,2028,2152,3238,3446,3329,3189,3526
양품,PNL-04,573,574,558,537,2163,2133,2555,3326,3818,3129,2908
명점,PNL-05,569,574,553,534,2062,2190,3208,3470,3240,3159,3120
양품,PNL-06,573,575,555,535,2115,2175,2294,3204,3901,3041,2890
양품,PNL-07,568,572,547,528,2031,2184,3195,3450,3305,3151,3156
명점,PNL-08,575,575,560,537,2144,2130,2312,3207,3848,3078,3256
양품,PNL-09,574,575,558,534,2113,2163,2281,3255,3846,3124,2903
양품,PNL-10,574,575,559,538,2107,2131,2279,3362,3855,3031,2872
명점,PNL-11,572,573,551,534,2012,2158,3236,3423,3324,3229,3328
양품,PNL-12,574,572,556,536,2225,2157,2293,3235,3827,3046,2952
양품,PNL-13,572,571,547,527,2034,2273,3159,3419,3312,3153,3168
양품,PNL-14,569,570,551,535,2025,2211,3221,3448,3283,3287,3141
양품,PNL-15,574,577,557,534,2141,2167,2323,3259,3912,3083,2951
양품,PNL-16,569,569,553,534,2001,2195,3260,3522,3355,3198,3245
명점,PNL-17,573,572,555,535,2143,2174,2334,3262,3421,3027,2884
양품,PNL-18,574,573,558,536,2166,2159,2324,3340,3844,3132,2905
양품,PNL-19,575,576,557,532,2116,2172,2313,3261,3920,3063,2883
양품,PNL-20,574,577,559,536,2318,2155,2293,3271,3795,3049,3303
양품,PNL-01,575,575,555,530,2106,2134,2281,3311,3950,3102,2943
양품,PNL-02,573,572,556,537,2293,2131,2306,3346,3837,3131,2952
양품,PNL-03,569,573,553,535,2091,2184,3174,3538,3276,3140,3118
양품,PNL-04,569,572,552,535,2053,2207,3180,3493,3301,3153,3205
양품,PNL-05,569,575,553,534,2001,2322,3246,3525,3335,3226,3486
양품,PNL-06,569,572,551,532,1999,2200,3277,3501,3739,3199,3254
양품,PNL-07,574,572,556,536,2225,2157,2293,3235,3827,3046,2952
양품,PNL-08,576,575,558,537,2120,2128,2328,3366,3919,3087,2976
양품,PNL-09,571,569,552,533,2023,2162,3251,3513,3279,3202,3466
양품,PNL-10,574,576,559,537,2108,2334,2304,3291,3931,3062,3067
양품,PNL-11,575,575,555,530,2106,2134,2281,3311,3950,3102,2943
양품,PNL-12,569,573,551,531,2026,2212,3239,3420,3330,3213,3150
양품,PNL-13,574,572,556,537,2115,2165,2286,3314,3758,3088,2996
양품,PNL-14,575,578,559,537,2146,2174,2319,3246,4414,3131,2898
양품,PNL-15,570,572,553,533,1995,2172,3233,3509,3427,3187,3205
양품,PNL-16,570,572,553,534,2004,2199,3653,3520,3269,3127,3327
양품,PNL-17,572,569,550,532,2010,2198,3213,3512,3281,3266,3232
양품,PNL-18,570,571,551,535,2012,2162,3231,3947,3358,3198,3215
양품,PNL-19,573,572,555,535,2159,2192,2328,3266,4288,3104,2882
양품,PNL-20,573,574,559,538,2117,2161,2294,3304,3988,3110,2949
양품,PNL-01,570,571,553,534,1989,2189,3234,3500,3338,3233,3213
양품,PNL-02,574,572,557,535,2171,2135,2321,3319,4009,3095,2876
명점,PNL-03,570,571,556,536,1976,2137,3167,3436,3211,3148,3109
양품,PNL-04,573,575,555,535,2107,2171,2338,3259,3806,3166,2977
양품,PNL-05,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
명점,PNL-06,572,577,559,537,2125,2142,2293,3244,3760,3334,2853
양품,PNL-07,573,569,549,529,2030,2168,3165,3891,3350,3189,3194
명점,PNL-08,574,573,560,538,2126,2127,2290,3239,3907,3008,2947
양품,PNL-09,574,572,556,537,2115,2165,2286,3314,3758,3088,2996
양품,PNL-10,572,575,559,538,2154,2148,2308,3254,3906,3036,2930
양품,PNL-11,574,572,559,537,2101,2137,2335,3319,3927,3094,2921
양품,PNL-12,573,576,560,538,2142,2117,2272,3214,3783,3434,2928
양품,PNL-13,575,575,555,530,2106,2134,2281,3311,3950,3102,2943
양품,PNL-14,573,573,559,537,2153,2124,2286,3316,3952,3109,2887
양품,PNL-15,573,569,549,529,2030,2168,3165,3891,3350,3189,3194
양품,PNL-16,573,576,559,537,2212,2126,2302,3357,3832,3019,2962
양품,PNL-17,575,577,557,531,2148,2160,2313,3590,3935,3104,2879
양품,PNL-18,569,572,553,535,2012,2207,3631,3422,3277,3314,3140
양품,PNL-19,569,570,553,534,2069,2192,3320,3435,3338,3152,3258
양품,PNL-20,571,570,552,533,1998,2187,3263,3426,3340,3220,3238
양품,PNL-01,575,577,555,534,2294,2118,2276,3234,3824,3017,2921
양품,PNL-02,571,574,551,532,2038,2202,3231,3511,3369,3202,3141
양품,PNL-03,570,573,553,533,2018,2197,3242,3546,3384,3213,3131
양품,PNL-04,575,573,556,536,2378,2137,2256,3339,3897,3154,2952
양품,PNL-05,567,571,554,536,1997,2208,3215,3395,3545,3124,3181
명점,PNL-06,576,574,554,535,2150,2154,2308,3224,3880,3103,2900
양품,PNL-07,570,570,555,537,1992,2176,3225,4086,3350,3203,3207
양품,PNL-08,573,572,555,535,2143,2174,2334,3262,4006,3027,2884
양품,PNL-09,569,574,551,534,2027,2169,3189,3653,3378,3614,3165
양품,PNL-10,570,573,553,533,2018,2197,3242,3546,3384,3213,3131
양품,PNL-11,573,573,557,537,2161,2128,2290,3319,3807,3133,2972
양품,PNL-12,573,575,555,532,2110,2128,2301,3246,3941,3050,2968
명점,PNL-13,570,572,552,533,2018,2195,3185,3452,3323,3367,3107
양품,PNL-14,574,577,558,535,2134,2153,2313,3276,3908,3359,2917
양품,PNL-15,570,570,553,534,2001,2207,3267,3393,3341,3128,3233
양품,PNL-16,574,577,558,535,2134,2153,2313,3276,3908,3359,2917
양품,PNL-17,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-18,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-19,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-20,577,574,557,536,2148,2115,2318,3274,3914,3121,2921
양품,PNL-01,573,576,559,537,2164,2141,2309,3253,3910,3051,2919
양품,PNL-02,569,570,553,535,2026,2157,3200,3407,3293,3129,3232
양품,PNL-03,569,573,551,534,2030,2171,3153,3467,3361,3310,3166
양품,PNL-04,569,571,552,533,2016,2201,3250,3499,3357,3231,3205
양품,PNL-05,572,573,560,538,2170,2175,2266,3248,4067,3013,2953
양품,PNL-06,572,575,553,534,1991,2195,3235,3434,3265,3577,3229
양품,PNL-07,571,570,553,535,2019,2204,3243,3501,3367,3371,3141
양품,PNL-08,568,571,552,535,2028,2165,3195,3545,3345,3136,3158
양품,PNL-09,568,569,553,534,2023,2183,3212,3404,3330,3209,3137
명점,PNL-10,571,573,557,538,2151,2325,2324,3329,3823,3101,2904
양품,PNL-11,568,571,552,535,2028,2165,3195,3545,3345,3136,3158
양품,PNL-12,573,577,558,537,2393,2169,2322,3339,3795,3017,2963
양품,PNL-13,569,572,552,532,2003,2238,3207,3410,3273,3134,3251
양품,PNL-14,569,569,552,534,1996,2154,3275,3415,3265,3148,3235
양품,PNL-15,575,573,556,536,2378,2137,2256,3339,3897,3154,2952
양품,PNL-16,572,573,554,533,2030,2157,3186,3510,3388,3203,3242
양품,PNL-17,575,578,559,537,2186,2116,2395,3314,3898,3109,2938
양품,PNL-18,571,575,551,531,2035,2169,3318,3567,3331,3209,3412
양품,PNL-19,572,571,553,534,1998,2162,3230,3494,3527,3232,3235
양품,PNL-20,573,574,558,535,2117,2164,2290,3389,3816,3069,2972
양품,PNL-01,571,570,553,534,1994,2204,3223,3985,3374,3194,3198
양품,PNL-02,570,572,548,531,2020,2156,3236,3497,3364,3207,3143
양품,PNL-03,574,572,558,537,2115,2155,2331,3333,3842,3018,2965
양품,PNL-04,568,573,551,531,2109,2173,3631,3439,3340,3313,3151
양품,PNL-05,573,571,551,533,2022,2312,3251,3399,3320,3157,3148
양품,PNL-06,573,576,555,532,2109,2163,2326,3316,3856,3137,2974
양품,PNL-07,569,575,553,534,2026,2144,3198,3498,3244,3115,3188
양품,PNL-08,573,577,557,538,2147,2118,2271,3367,3932,3145,2889
명점,PNL-09,568,570,555,536,2003,2210,3216,3526,3241,3202,3214
양품,PNL-10,573,576,554,531,2151,2165,2290,3329,3829,3109,2903
양품,PNL-11,570,575,553,534,2051,2183,3267,3412,3342,3195,3193
양품,PNL-12,572,570,547,532,2008,2174,3260,3414,3370,3211,3328
양품,PNL-13,568,571,552,533,1996,2216,3234,3663,3367,3192,3203
양품,PNL-14,575,577,557,535,2152,2163,2335,3238,3890,3100,2887
명점,PNL-15,576,573,550,527,2124,2183,2332,3269,3868,3089,2942
양품,PNL-16,569,575,553,534,2026,2196,3222,3431,3263,3204,3181
양품,PNL-17,574,577,559,537,2158,2146,2320,3334,3948,3101,2877
양품,PNL-18,574,572,558,536,2145,2130,2365,3281,3886,3035,3110
양품,PNL-19,576,576,556,535,2036,2063,2169,3154,3588,3234,2698
